,seqNum,peak,isoratio,ion,filename,scan_type
2838,311,15N,0.002368796329649529,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2839,311,2H,0.0005129054836991636,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2840,311,18O,0.005388146568998596,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2851,313,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2852,313,13C,0.055960755244665664,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2853,313,15N,0.002581077706993925,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2854,313,2H,0.0008407389209238443,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2855,313,18O,0.005390174840437206,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2872,315,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2873,315,13C,0.055624002337550084,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2874,315,15N,0.0027879998608766844,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2875,315,2H,0.0009081692363541405,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2876,315,18O,0.005414831231079515,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2893,317,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2894,317,13C,0.05646123181918999,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2895,317,15N,0.0027527589013630893,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2896,317,2H,0.0008578349982207775,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2897,317,18O,0.005449387410732596,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2914,319,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2915,319,13C,0.05604419440835453,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2916,319,15N,0.0028296386115448896,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2917,319,2H,0.0009372833022748857,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2918,319,18O,0.005368476648505211,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2931,321,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2932,321,13C,0.05537192581045074,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2933,321,15N,0.0027581085412264907,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2934,321,2H,0.0010659868124195868,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2935,321,18O,0.005438981070418572,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2957,323,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2958,323,13C,0.056104014246259284,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2959,323,15N,0.0027168324823134892,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2960,323,2H,0.000987218524244325,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2961,323,18O,0.005326897391841395,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2988,325,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2989,325,13C,0.055951011259470114,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2990,325,15N,0.0027857085987673604,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2991,325,2H,0.0008745346916023012,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
2992,325,18O,0.005392822619311974,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3013,327,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3014,327,13C,0.056087926030423896,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3015,327,15N,0.0026829948393324427,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3016,327,2H,0.0007122661198777735,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3017,327,18O,0.00546105086959916,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3035,329,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3036,329,13C,0.05643074077979976,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3037,329,15N,0.002475371300774786,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3038,329,2H,0.00043036623071522894,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3039,329,18O,0.005367782887829023,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3058,331,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3059,331,13C,0.055975756079623185,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3060,331,15N,0.002783907820986128,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3061,331,2H,0.0009214809372232556,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3062,331,18O,0.005393472714007163,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3075,333,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3076,333,13C,0.0560040623742493,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3077,333,15N,0.0026863034911898905,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3078,333,2H,0.0007057983979555907,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3079,333,18O,0.005290208068511846,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3117,337,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3118,337,13C,0.05576243485832488,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3119,337,15N,0.0027941224807457718,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3120,337,2H,0.0009332815678832684,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3121,337,18O,0.005275617753990286,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3134,339,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3135,339,13C,0.0561919190494914,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3136,339,15N,0.0026623117020152932,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3137,339,2H,0.0008279163585777732,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3138,339,18O,0.005484750575968653,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3158,341,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3159,341,13C,0.05613205914477518,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3160,341,15N,0.0025342220967421573,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3161,341,2H,0.0008167531410609247,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3162,341,18O,0.0053352719669094795,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3174,343,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3175,343,13C,0.056562880753319,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3176,343,15N,0.0026840918672406265,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3177,343,2H,0.0006909584917103915,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3178,343,18O,0.005338997757181036,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3195,345,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3196,345,13C,0.05627126167375628,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3197,345,15N,0.0020992880014117058,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3198,345,2H,0.00042067005994853084,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3199,345,18O,0.00538459442095077,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3216,347,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3217,347,13C,0.055820120930972585,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3218,347,15N,0.002702534561830013,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3219,347,2H,0.000856974039408797,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3220,347,18O,0.005530612136341058,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3236,349,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3237,349,13C,0.0554894742952366,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3238,349,15N,0.00283350567080538,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3239,349,2H,0.0011618849598516276,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3240,349,18O,0.005284549385608595,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3256,351,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3257,351,13C,0.05471042062929196,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3258,351,15N,0.0013051041797290392,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3259,351,18O,0.005538322611132838,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3266,353,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3267,353,13C,0.05626712315817888,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3268,353,15N,0.0022908164004096353,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3269,353,2H,0.0004659871338689287,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3270,353,18O,0.005408190696267262,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3278,355,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3279,355,13C,0.056178235550559785,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3280,355,15N,0.0027513779580070376,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3281,355,2H,0.0007849084369839879,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3282,355,18O,0.005573198094154053,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3299,357,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3300,357,13C,0.058301453466896,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3301,357,15N,0.001453533417160273,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3302,357,2H,0.0002093462259437886,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3303,357,18O,0.005662300403577376,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3307,359,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3308,359,13C,0.05625367859254972,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3309,359,15N,0.00222073203943426,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3310,359,18O,0.005411083817566114,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3325,361,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3326,361,13C,0.05632790604686794,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3327,361,15N,0.002656576905679993,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3328,361,2H,0.0007216595808822102,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3329,361,18O,0.0053172866204303434,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3338,363,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3339,363,13C,0.055669146241779086,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3340,363,15N,0.0027160022915147532,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3341,363,2H,0.0008948208333490246,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3342,363,18O,0.005338733000901214,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3352,365,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3353,365,13C,0.056474564482286424,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3354,365,15N,0.002044139167092306,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3355,365,2H,0.000393329859553779,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3356,365,18O,0.005479681045422681,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3365,367,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3366,367,13C,0.055834919081004734,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3367,367,15N,0.00211532780890283,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3368,367,2H,0.00030866278139581873,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3369,367,18O,0.005267329622333134,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3379,369,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3380,369,13C,0.05604111730752005,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3381,369,15N,0.0026184858085387887,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3382,369,2H,0.0006752763413879412,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3383,369,18O,0.0053527086654262595,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3391,371,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3392,371,13C,0.05591548091416039,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3393,371,15N,0.002480233480410285,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3394,371,2H,0.0005051393045036514,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3395,371,18O,0.005288503648280343,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3410,373,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3411,373,13C,0.05620431321446916,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3412,373,15N,0.0026740496331348466,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3413,373,2H,0.0009147042422403928,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3414,373,18O,0.0054755133497934325,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3426,375,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3427,375,13C,0.05597306538735269,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3428,375,15N,0.002581684585030189,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3429,375,2H,0.0007032530478760903,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3430,375,18O,0.005463699164160601,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3441,377,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3442,377,13C,0.05598586958933617,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3443,377,15N,0.002609526248988114,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3444,377,2H,0.0007165657745551937,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3445,377,18O,0.005389708580235457,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3457,379,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3458,379,13C,0.0559303356030054,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3459,379,15N,0.002658468605398275,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3460,379,2H,0.0006986242013026297,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3461,379,18O,0.005327910475378676,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3473,381,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3474,381,13C,0.0556542218908141,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3475,381,15N,0.002477219907159298,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3476,381,2H,0.0004514093005749013,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3477,381,18O,0.005446175972038415,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3491,383,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3492,383,13C,0.05547344309541745,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3493,383,15N,0.0026497014662276823,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3494,383,2H,0.0009343571738056444,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3495,383,18O,0.0054321300400997285,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3513,385,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3514,385,13C,0.056336812754208015,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3515,385,15N,0.0024963172769549968,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3516,385,2H,0.0005932158434044166,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3517,385,18O,0.005450335471305045,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3539,387,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3540,387,13C,0.056168943324601886,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3541,387,15N,0.002841299245440791,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3542,387,2H,0.0007971119934095331,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3543,387,18O,0.0054244156907532395,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3566,389,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3567,389,13C,0.05711528110139116,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3568,389,15N,0.0016943885329645946,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3569,389,2H,0.0003972838131537533,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3570,389,18O,0.00527413615933089,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3577,391,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3578,391,13C,0.05571791236878932,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3579,391,15N,0.0027505818504908637,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3580,391,2H,0.0009541906863784084,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3581,391,18O,0.005536085860159019,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3595,393,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3596,393,13C,0.05634133412473979,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3597,393,15N,0.0024931048772055464,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3598,393,2H,0.0004908598941565487,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3599,393,18O,0.005410115272212685,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3617,395,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3618,395,13C,0.055139297627989727,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3619,395,15N,0.002967769884910189,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3620,395,2H,0.0010234216038498797,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3621,395,18O,0.005465816588746677,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3630,397,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3631,397,13C,0.05675029208443396,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3632,397,15N,0.001889124882563946,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3633,397,2H,0.0004278200437614382,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3634,397,18O,0.005376651008224652,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3642,399,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3643,399,13C,0.05545431693675132,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3644,399,15N,0.0026806348371037343,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3645,399,2H,0.0008217578842455217,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3646,399,18O,0.005392274240446538,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3664,401,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3665,401,13C,0.05610288358660099,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3666,401,15N,0.002847773134345095,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3667,401,2H,0.0010029133456087062,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3668,401,18O,0.005473118300206078,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3691,403,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3692,403,13C,0.05599354623616956,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3693,403,15N,0.002760621568322344,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3694,403,2H,0.001141149488691307,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3695,403,18O,0.005496515321323979,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3711,405,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3712,405,13C,0.05562601860466175,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3713,405,15N,0.0027333681410723607,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3714,405,2H,0.0009061554951643325,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3715,405,18O,0.0054305885598828355,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3732,407,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3733,407,13C,0.05617235816593224,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3734,407,15N,0.0026040307953935364,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3735,407,2H,0.0007726083092156466,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3736,407,18O,0.005209415716951135,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3754,409,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3755,409,13C,0.056156235994053616,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3756,409,15N,0.0026475050943656746,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
3757,409,2H,0.0006723199991550031,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_3_fit.csv,MSMS
