,seqNum,peak,isoratio,ion,filename,scan_type
743,45,15N,0.0025654476049993373,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
744,45,2H,0.0021416744255027017,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
745,45,18O,0.0054136402169867575,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
775,47,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
776,47,13C,0.0564212473963613,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
777,47,15N,0.0020831396671665823,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
778,47,2H,0.0015800715456702381,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
779,47,18O,0.004655450541756333,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
808,49,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
809,49,13C,0.05001891430581512,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
810,49,15N,0.003744993830097247,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
811,49,2H,0.002440269478765817,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
812,49,18O,0.004475475580511893,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
847,51,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
848,51,13C,0.051876229534723324,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
849,51,15N,0.002780599718455888,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
850,51,2H,0.002514940133881598,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
851,51,18O,0.005068649746376722,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
907,55,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
908,55,13C,0.0508101438182134,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
909,55,15N,0.0017917051447294816,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
910,55,18O,0.005001696196652639,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
950,57,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
951,57,13C,0.054211385478030616,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
952,57,15N,0.0038343101275252578,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
953,57,2H,0.0024598934562976393,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
954,57,18O,0.004093748616942615,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
989,59,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
990,59,13C,0.05110557122024965,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
991,59,15N,0.0035406259020423258,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
992,59,2H,0.002384833486160219,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
993,59,18O,0.004893976002031703,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1029,61,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1030,61,13C,0.05032081656792187,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1031,61,15N,0.001382773175044809,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1032,61,2H,0.0016774931468432088,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1033,61,18O,0.005270430692857704,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1073,63,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1074,63,13C,0.05328107581430557,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1075,63,15N,0.00258585076789358,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1076,63,2H,0.0018706394221083055,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1077,63,18O,0.006276831246178893,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1106,65,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1107,65,13C,0.052933770168453666,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1108,65,15N,0.0013416276036280845,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1109,65,2H,0.0013543166869801932,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1110,65,18O,0.003921901075936026,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1145,67,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1146,67,13C,0.05444929653467315,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1147,67,15N,0.0027803403173874623,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1148,67,2H,0.0016817185202770266,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1149,67,18O,0.004355823983494978,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1176,69,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1177,69,13C,0.0533604628092856,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1178,69,15N,0.0028538540310832066,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1179,69,2H,0.0013054774206303053,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1180,69,18O,0.004482596789941496,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1209,71,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1210,71,13C,0.05006169398322375,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1211,71,15N,0.0029555813440362943,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1212,71,2H,0.0015711686680446699,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1213,71,18O,0.004737791813263007,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1244,73,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1245,73,13C,0.05219897694283316,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1246,73,15N,0.0032285635789780407,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1247,73,2H,0.0018957184854618363,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1248,73,18O,0.0053396653149357706,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1276,75,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1277,75,13C,0.04985040669367505,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1278,75,15N,0.0030363344349806608,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1279,75,2H,0.0020178999366629873,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1280,75,18O,0.004889286759663806,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1310,77,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1311,77,13C,0.05331956667808407,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1312,77,15N,0.002574619931225045,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1313,77,2H,0.001891190979978221,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1314,77,18O,0.005617262063784014,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1348,79,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1349,79,13C,0.05017259851680122,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1350,79,15N,0.003185898725868038,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1351,79,2H,0.0018892095183465235,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1352,79,18O,0.005004630969097952,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1384,81,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1385,81,13C,0.05348656798122406,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1386,81,15N,0.0026359937134388532,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1387,81,2H,0.0014765213561072868,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1388,81,18O,0.004077231682450249,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1422,83,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1423,83,13C,0.04898310341909375,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1424,83,15N,0.0035802497258545273,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1425,83,2H,0.003106170121500387,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1426,83,18O,0.0038926452943693953,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1458,85,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1459,85,13C,0.05686177869131681,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1460,85,15N,0.002340645911395622,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1461,85,2H,0.0020044593550116235,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1462,85,18O,0.004995462273835296,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1507,87,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1508,87,13C,0.04855691970161954,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1509,87,15N,0.001862772585308282,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1510,87,2H,0.0019458894718235586,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1511,87,18O,0.005072245843333907,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1531,89,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1532,89,13C,0.047336049620922686,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1533,89,15N,0.0036655627061784103,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1534,89,2H,0.0011735488405122973,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1535,89,18O,0.004773513991906212,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1569,91,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1570,91,13C,0.043630890093979205,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1571,91,15N,0.004359716868607422,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1572,91,2H,0.002314592561151621,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1573,91,18O,0.0050046874588848605,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1593,93,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1594,93,13C,0.058320645007209924,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1595,93,15N,0.002429233542070095,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1596,93,2H,0.001367658986779992,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1597,93,18O,0.004887906554803054,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1634,95,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1635,95,13C,0.05003831723857281,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1636,95,15N,0.002612706534905254,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1637,95,2H,0.0014169363073998358,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1638,95,18O,0.004975570675067968,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1668,97,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1669,97,13C,0.05489629869670253,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1670,97,15N,0.002436205344632412,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1671,97,2H,0.0022099570061933846,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1672,97,18O,0.006090422117366113,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1700,99,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1701,99,13C,0.053444045698764084,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1702,99,15N,0.002143237693304171,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1703,99,2H,0.0023097179656179447,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1704,99,18O,0.005729648590242015,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1723,101,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1724,101,13C,0.05526916831265659,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1725,101,15N,0.0034623825337023626,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1726,101,2H,0.00178921574563135,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1727,101,18O,0.003913457172352735,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1747,103,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1748,103,13C,0.05577104053553074,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1749,103,15N,0.003479991459013488,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1750,103,2H,0.0018906349745651913,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1751,103,18O,0.005115852018477036,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1777,105,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1778,105,13C,0.053587311591780214,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1779,105,15N,0.0027391994927640074,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1780,105,2H,0.002024655176675207,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1781,105,18O,0.004848519110724525,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1799,107,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1800,107,13C,0.0509940234189695,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1801,107,15N,0.002253391521916925,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1802,107,2H,0.0020651499586068324,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1803,107,18O,0.005425613321861354,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1816,109,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1817,109,13C,0.0527417490730003,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1818,109,15N,0.002469203488584721,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1819,109,2H,0.0018385311781106003,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1820,109,18O,0.003791792659000881,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1852,111,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1853,111,13C,0.050620666411372285,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1854,111,15N,0.0024683861379201423,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1855,111,2H,0.0007006897512892853,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1856,111,18O,0.006713852928541404,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1886,113,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1887,113,13C,0.054678380999669166,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1888,113,15N,0.002266151412203041,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1889,113,2H,0.00236283056738353,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1890,113,18O,0.005587725858270168,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1918,115,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1919,115,13C,0.052043063716458345,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1920,115,15N,0.0027221136501438445,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1921,115,2H,0.0019824295172026943,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1922,115,18O,0.004730852447907445,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1944,117,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1945,117,13C,0.04798927424520857,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1946,117,15N,0.0027747084130343986,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1947,117,2H,0.0021193039436348707,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1948,117,18O,0.004539666102805332,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1985,119,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1986,119,13C,0.048951515618256766,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1987,119,15N,0.0025972871235815233,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1988,119,2H,0.0013127937660103325,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
1989,119,18O,0.0054730674232693725,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2029,121,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2030,121,13C,0.05697779888803337,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2031,121,15N,0.0024557407772791656,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2032,121,2H,0.002832945140400001,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2033,121,18O,0.005281616386487921,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2064,123,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2065,123,13C,0.0576004795475067,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2066,123,15N,0.0021597120655229662,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2067,123,2H,0.0015371227928857722,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2068,123,18O,0.004967317342968649,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2102,125,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2103,125,13C,0.054443770345078364,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2104,125,15N,0.0025797160663251764,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2105,125,2H,0.0017182764032196655,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2106,125,18O,0.005130168518611594,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2138,127,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2139,127,13C,0.0483716108828309,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2140,127,15N,0.0021414812409800174,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2141,127,2H,0.0021580010656012945,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2142,127,18O,0.004259437564876189,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2169,129,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2170,129,13C,0.052792803257424366,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2171,129,15N,0.0029122053073859628,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2172,129,2H,0.0015950985385227382,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2173,129,18O,0.005605204275255915,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2211,131,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2212,131,13C,0.052561037167685634,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2213,131,15N,0.003560251353037457,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2214,131,2H,0.0018052642827760847,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2215,131,18O,0.005050774951070029,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2242,133,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2243,133,13C,0.05533133110792174,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2244,133,15N,0.002788834176803096,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2245,133,2H,0.0018946172231273032,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2246,133,18O,0.005145542568143021,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2278,135,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2279,135,13C,0.0558317675195921,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2280,135,15N,0.0025390441031294462,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2281,135,2H,0.0014264666135107994,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2282,135,18O,0.004961886503232105,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2316,137,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2317,137,13C,0.04323352092276179,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2318,137,15N,0.003915918158433289,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2319,137,2H,0.0021822783190386962,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2320,137,18O,0.0055723206689890364,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2346,139,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2347,139,13C,0.053253497821365764,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2348,139,15N,0.002296880003071627,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2349,139,2H,0.0006298695541088657,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2350,139,18O,0.005153814252827081,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2380,141,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2381,141,13C,0.050474207119274056,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2382,141,15N,0.0022556035650595357,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2383,141,2H,0.0007791224994409986,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2384,141,18O,0.004531699554133621,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2408,143,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2409,143,13C,0.053421882198446916,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2410,143,15N,0.002720213643636005,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2411,143,2H,0.0024345320561748912,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2412,143,18O,0.0058280123011402295,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2437,145,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2438,145,13C,0.05090750443371405,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2439,145,15N,0.004176217426335483,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2440,145,2H,0.0012385423064949234,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2441,145,18O,0.005733380238664383,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2456,147,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2457,147,13C,0.05488718960783283,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2458,147,15N,0.0031220277431212185,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2459,147,2H,0.0019497947258721442,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2460,147,18O,0.004388764540685237,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2495,149,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2496,149,13C,0.054230721772980994,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2497,149,15N,0.002199885553365505,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2498,149,2H,0.002625915074191073,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2499,149,18O,0.006749190105501011,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2535,151,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2536,151,13C,0.049436615129371336,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2537,151,15N,0.001885558834613067,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2538,151,2H,0.002059082948343809,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2539,151,18O,0.004406827118712806,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2564,153,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2565,153,13C,0.05352250760410513,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2566,153,15N,0.002536197728863911,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2567,153,2H,0.0020812552251535427,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2568,153,18O,0.005348609023036308,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
2595,155,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.01_1_fit.csv,MS
